deltaM;channel;partialWidth;fpi
9.8500E+00;~H+ -> nl,L,~X;1.1277E-08;0
9.8500E+00;~H+ -> nl,L,~H3;1.0683E-08;0
9.8500E+00;~H+ -> ~X,pi+;3.3744E-10;1
9.8500E+00;total;2.2653E-07;-1
9.9000E+00;~H+ -> u,D,~X;4.0612E-08;0
9.9000E+00;~H+ -> c,S,~X;3.9908E-08;0
9.9000E+00;~H+ -> u,D,~H3;3.8606E-08;0
9.9000E+00;~H+ -> c,S,~H3;3.7924E-08;0
9.9000E+00;~H+ -> ne,E,~X;1.3537E-08;0
9.9000E+00;~H+ -> nm,M,~X;1.3530E-08;0
9.9000E+00;~H+ -> ne,E,~H3;1.2869E-08;0
9.9000E+00;~H+ -> nm,M,~H3;1.2861E-08;0
9.9000E+00;~H+ -> nl,L,~X;1.1583E-08;0
9.9000E+00;~H+ -> nl,L,~H3;1.0977E-08;0
9.9000E+00;~H+ -> ~X,pi+;3.4255E-10;1
9.9000E+00;total;2.3241E-07;-1
9.9500E+00;~H+ -> u,D,~X;4.1645E-08;0
9.9500E+00;~H+ -> c,S,~X;4.0931E-08;0
9.9500E+00;~H+ -> u,D,~H3;3.9599E-08;0
9.9500E+00;~H+ -> c,S,~H3;3.8906E-08;0
9.9500E+00;~H+ -> ne,E,~X;1.3882E-08;0
9.9500E+00;~H+ -> nm,M,~X;1.3874E-08;0
9.9500E+00;~H+ -> ne,E,~H3;1.3200E-08;0
9.9500E+00;~H+ -> nm,M,~H3;1.3192E-08;0
9.9500E+00;~H+ -> nl,L,~X;1.1896E-08;0
9.9500E+00;~H+ -> nl,L,~H3;1.1277E-08;0
9.9500E+00;~H+ -> ~X,pi+;3.4772E-10;1
9.9500E+00;total;2.3840E-07;-1
